2025-06-08_20-13-33,000%,Main.hs:2025-06-08_20-13-33;distance.hs:2025-06-08_20-13-33
2025-06-08_20-14-42,000%,Main.hs:2025-06-08_20-14-42;distance.hs:2025-06-08_20-13-33
2025-06-08_20-15-06,057%,Main.hs:2025-06-08_20-15-06;distance.hs:2025-06-08_20-13-33
2025-06-08_20-15-12,057%,Main.hs:2025-06-08_20-15-06;distance.hs:2025-06-08_20-13-33
2025-06-08_20-34-33,000%,Main.hs:2025-06-08_20-34-33;distance.hs:2025-06-08_20-13-33
2025-06-08_20-35-17,100%,Main.hs:2025-06-08_20-34-33;distance.hs:2025-06-08_20-13-33
