2025-06-08_18-09-49,020%,Main.hs:2025-06-08_18-09-49
2025-06-08_18-12-17,000%,Main.hs:2025-06-08_18-12-17
2025-06-08_18-17-51,020%,Main.hs:2025-06-08_18-17-51
2025-06-08_18-26-19,100%,Main.hs:2025-06-08_18-26-19
