2025-06-08_21-34-52,040%,Main.hs:2025-06-08_21-34-52
2025-06-08_21-35-10,040%,Main.hs:2025-06-08_21-35-10
2025-06-08_21-48-47,100%,Main.hs:2025-06-08_21-48-47
